Protein A	Protein B	T	S	uncertainty
Q92522	P30041	0	0.4611142	0.9939516
Q8N100	Q8N0Y2	0	0.4878221	0.9994069
Q13887	P05388	0	0.66310304	0.8935896
Q13330	Q8IXH7	1	0.54443306	0.9921028
P22362	Q9HC97	1	0.51042885	0.99956495
Q9UBR2	Q8WXX5	0	0.22498839	0.6974744
P30989	Q8NDZ6	1	0.77000594	0.7083872
Q13520	Q8NHS1	1	0.85121274	0.5065985
Q9Y2T7	Q9NQV6	1	0.8920926	0.3850536
P24864	Q99750	0	0.27375114	0.7952458
Q9NRX2	P25398	0	0.79690725	0.64738435
Q3KNW5	Q9Y6X1	1	0.79541975	0.6509087
Q9H1X3	P49069	1	0.7546859	0.7405404
Q86UZ6	Q86YP4	1	0.66580355	0.8900367
Q7Z6W1	Q8N8B7	1	0.20378706	0.6490315
P62805	Q6P158	0	0.84845245	0.5143236
Q13485	Q99966	1	0.6848629	0.8633028
Q9NRJ3	O43927	1	0.8726597	0.44449905
P51659	Q9BYR5	0	0.5144689	0.9991626
P30044	Q14CZ7	0	0.88255525	0.41460595
Q6NXT6	Q969S3	1	0.1299227	0.45217118
Q9Y3I1	Q9H4A6	0	0.46268794	0.9944312
O75190	Q14376	1	0.56666803	0.9822215
P41231	Q9UBL3	0	0.4213873	0.97528017
Q13423	Q9BV94	0	0.7878259	0.66862506
Q9Y4X4	P41002	0	0.4075238	0.9657926
O95786	Q86YP4	1	0.6684859	0.88645005
Q9NQX1	Q9NY12	1	0.78485036	0.6754411
Q9UNL2	Q9HCK5	0	0.28104237	0.8082303
Q13127	Q9NV29	0	0.13807891	0.4760525
O15121	Q96CK0	0	0.1836796	0.5997656
P54253	P62805	0	0.63358057	0.9286249
Q9UHI6	Q86YP4	0	0.6227431	0.9397365
Q9HAT2	Q14CZ7	1	0.31467605	0.8626201
Q05639	Q15554	0	0.4924019	0.9997691
Q9H0W5	Q8N3C0	1	0.6147168	0.9473602
Q8IXM2	Q9UBW7	0	0.6754863	0.8768182
P62263	P23396	1	0.93130887	0.25589064
P43115	Q8IZR5	1	0.781842	0.68226033
O15235	O75251	1	0.919364	0.29653543
Q96FI4	P82912	1	0.52697235	0.99709
Q9Y6K0	Q9H112	0	0.6986858	0.8420958
Q13520	Q8N5M9	1	0.85173076	0.50514185
Q8IX18	Q8TAD4	0	0.1592276	0.53549665
O00585	Q96K58	0	0.6290424	0.9333922
Q15326	Q02930	1	0.52232647	0.9980061
Q96HE7	Q8TDL5	1	0.7688593	0.71085864
Q99742	Q6IAA8	0	0.27364442	0.7950526
Q12872	Q5JRK9	1	0.3736918	0.93618494
Q9P003	P63220	0	0.3687353	0.9310783
P41002	Q8N1F7	1	0.46508974	0.9951251
P23381	P46926	1	0.6758763	0.87627006
Q9UI14	P31150	1	0.52857393	0.99673414
Q9NUH8	P23763	1	0.7518141	0.7463586
Q9Y2T7	Q587I9	0	0.121859655	0.42803952
Q9Y2Y0	Q9P215	1	0.4272891	0.97885245
P55317	O15446	1	0.7390867	0.7713502
Q9C002	Q16740	0	0.7292619	0.789756
Q9GZV8	Q8N680	1	0.7429379	0.76392466
Q92841	Q8N8A6	0	0.7611149	0.727276
Q9UBW7	O95994	0	0.3087905	0.8537557
Q6UWN5	Q9UKR5	1	0.7175837	0.8106293
Q9NUL7	Q9BQC6	1	0.4074458	0.9657349
P01106	P59998	1	0.49224842	0.9997597
Q8TBM8	Q14697	1	0.6539693	0.90517384
Q8N661	P61970	0	0.2804044	0.8071111
Q9HCE5	Q99081	0	0.70470566	0.8323824
Q6DKI7	Q15005	1	0.64735395	0.9131473
Q9NPI1	Q8N3C0	1	0.7758605	0.69560397
P24863	P40227	1	0.34242803	0.9006843
Q8TF50	Q9BRP0	1	0.89609456	0.3724364
P46663	P30968	1	0.82170767	0.5860167
Q9BUZ4	Q8TDT2	0	0.5058002	0.9998654
Q6NUN9	P62280	1	0.880606	0.4205563
Q8WYA1	O94761	0	0.6221271	0.94033986
P53567	Q16649	1	0.7145932	0.81579906
P61619	Q9NUL7	0	0.2114781	0.66702044
O43759	Q9H1C4	1	0.7453432	0.75922686
Q9Y2R4	Q14202	0	0.64762986	0.9128217
P15336	P23528	1	0.5231672	0.9978531
O95625	P10809	0	0.56347996	0.9838812
Q8IWL3	Q969M3	1	0.3261646	0.879125
Q9Y2A9	Q8TAD4	1	0.7289808	0.7902712
Q9Y678	O95167	0	0.5091892	0.9996622
P01106	P62847	1	0.560796	0.98521537
Q96JM7	Q5VUG0	1	0.731512	0.78560877
Q9H0R8	O43520	0	0.3439615	0.902608
O95968	Q86WC4	1	0.74542236	0.75907147
P62805	Q9H8H0	1	0.7270293	0.79383075
Q9HAZ2	Q01201	0	0.41688985	0.9723708
Q9UQ35	Q9H300	0	0.4739469	0.9972849
P51808	Q8WU43	1	0.6314316	0.93090296
Q14CZ7	Q9Y3D5	1	0.9237489	0.28174743
P36544	P30040	0	0.40470645	0.9636765
P35244	Q05639	1	0.6652654	0.8907494
O95158	Q7Z7H8	0	0.19013189	0.615927
Q7L2E3	Q9BUK6	0	0.7327721	0.7832686
P24863	Q99633	1	0.62038684	0.94202805
P17022	Q9NRG0	0	0.6391947	0.9224993
Q13304	Q9UI26	1	0.64007306	0.92151815
Q96LC9	Q9Y4H4	1	0.7734975	0.7007964
Q9NSD4	Q9NX04	0	0.43650958	0.9838758
Q9H0W5	Q99832	1	0.48204187	0.9987101
P61513	Q99460	0	0.4918292	0.99973303
Q12906	Q14146	1	0.48825452	0.9994481
P38919	P61513	1	0.7559474	0.7379637
P54368	Q3ZAQ7	0	0.5325161	0.9957708
Q96C86	P62280	1	0.4093127	0.9671032
O15514	Q96EL3	0	0.60843116	0.95297074
Q86TJ2	Q8N5A5	1	0.7758303	0.69567055
Q02363	Q8TAK6	1	0.7595323	0.730572
Q9UIQ6	P41182	0	0.16103576	0.54041296
Q96C86	P35659	1	0.33974257	0.89727026
P82650	Q9H582	0	0.5547005	0.98803145
P18621	P62266	1	0.9364034	0.23820831
Q96IF1	Q15942	1	0.62538165	0.93711776
P37840	P15923	0	0.24282238	0.73543864
O15514	O00757	0	0.67003924	0.8843466
Q96K58	Q9ULD5	1	0.85580814	0.49360228
Q9BX68	Q6YN16	1	0.44555932	0.9881449
Q96A29	O75695	1	0.46952826	0.9962859
P07737	Q9UPQ0	1	0.37674275	0.9392306
Q9BYE0	P40227	0	0.15705624	0.52955836
Q6NUQ1	Q9UBW7	0	0.25777063	0.7652997
P48651	P16401	1	0.18751168	0.6094042
P0C5Z0	Q96KR1	1	0.3803836	0.9427677
Q7Z2T5	Q9Y2X9	0	0.7652546	0.71856
Q6IAA8	Q9Y3D3	0	0.19771886	0.63450444
P02775	O95715	1	0.8123583	0.6097291
Q9NZF1	P59991	1	0.695881	0.8465225
O95793	P05198	1	0.4737498	0.99724376
P18621	P49356	1	0.44841486	0.9893559
Q9NR30	Q9UKX7	0	0.46888	0.9961262
Q8IV16	O43823	0	0.41978	0.97425896
P39019	Q13144	0	0.71875966	0.8085768
Q04864	Q9Y3B2	1	0.49278083	0.9997916
Q5VUA4	Q14191	0	0.6855163	0.8623348
P16401	Q9NP92	0	0.76190215	0.72562903
Q8TF50	Q9BXT2	0	0.1525463	0.51710373
O43653	Q6PK04	0	0.2544096	0.75874144
Q96ER3	Q96E22	1	0.45928475	0.99336904
Q99750	Q70SY1	0	0.51136386	0.99948347
O94761	Q5VVJ2	0	0.73876905	0.77195734
Q96C86	O15090	0	0.28769055	0.8196988
Q9H9B4	Q9GZZ1	1	0.2535998	0.7571478
Q92499	Q14CZ7	0	0.61843586	0.94389176
P27469	P0CG08	0	0.8490848	0.51255924
Q8N4H5	Q9Y6Q9	0	0.17047979	0.5656657
Q9BUG6	P57086	1	0.59608877	0.96306777
P62857	O95273	1	0.38651666	0.9484861
O15446	Q9Y2X9	1	0.78281325	0.68006665
Q9Y2Q3	Q14197	0	0.81930035	0.59218913
Q9H944	P35269	1	0.34240556	0.900656
P62854	Q9HAZ2	1	0.86396194	0.47012684
P13667	Q12907	1	0.68270576	0.86647445
Q15369	Q8NCQ5	0	0.46927863	0.99622476
P82980	Q99856	0	0.17059949	0.5659812
P26373	Q9H8H2	1	0.8226905	0.5834834
P10073	P57086	1	0.530277	0.9963332
Q92905	P54259	0	0.41890693	0.97369564
O15446	Q9NVP1	1	0.80457807	0.6289288
O75683	O15235	0	0.58502257	0.97108465
P26373	Q7L2E3	1	0.78654706	0.6715631
Q8N6M6	Q9HCE5	0	0.39383128	0.95491284
Q9H1C4	O43638	0	0.11464346	0.40600136
Q9Y6E7	P48735	1	0.65032315	0.9096118
Q9UPY3	Q6ZN17	0	0.62079287	0.9416363
P61247	O60676	0	0.3306197	0.88524127
O95273	P24385	1	0.5635712	0.9838348
P15923	P26373	1	0.5566724	0.98715293
P42766	Q9Y2A9	0	0.5636539	0.9837927
Q8IWL3	Q9C0C9	1	0.37153816	0.93399024
Q8N4V2	P37840	0	0.7111627	0.82164127
Q16795	O00409	0	0.26823884	0.7851471
Q52LG2	Q16134	1	0.4050949	0.96397215
Q15022	Q9NX24	1	0.51731014	0.9988014
P30044	Q8IY95	0	0.30615237	0.8496924
P39019	Q9Y5Y3	0	0.21356471	0.6718193
P14854	Q8N4H5	0	0.23611939	0.7214681
O60885	P02724	0	0.26196775	0.7733626
Q9NWS9	Q9NVC3	0	0.18238212	0.59647554
Q8IVM8	Q6NUT3	1	0.83621854	0.5478284
O96000	P23769	0	0.2530064	0.7559766
P01100	Q9H410	0	0.4117695	0.9688615
Q13330	Q8IY95	0	0.24311022	0.7360306
Q9UKT9	Q9H1C4	0	0.09384522	0.34015316
P08047	Q96T23	1	0.5507165	0.98971134
O95715	Q9BTE1	1	0.2831624	0.8119258
O00716	P13010	1	0.54605514	0.9915157
Q6N075	O75396	1	0.843758	0.52732176
P63279	Q8IWL3	0	0.28209105	0.81006277
Q9NXR8	O75937	0	0.6772837	0.87428194
Q9ULD4	Q16236	1	0.51123554	0.999495
Q9Y3E0	Q96NT0	1	0.20053546	0.6412839
Q71U36	Q8N4U5	1	0.5099098	0.9996072
P61247	P04844	0	0.18901487	0.613153
O95600	Q9ULU4	0	0.73514324	0.77883065
P55085	Q9Y3I1	0	0.5492633	0.9902925
Q9Y4A8	Q14494	1	0.6998445	0.84024876
P07737	Q9NR09	1	0.31457853	0.8624755
Q32P28	Q15084	1	0.47911742	0.9982557
P62805	P39019	1	0.7761913	0.69487345
Q92793	Q9UJX4	1	0.37467682	0.9371764
P25440	P46782	0	0.6306752	0.931696
P54253	Q8NDZ0	1	0.60804826	0.95330226
Q9NWZ8	Q9P2G9	1	0.54841465	0.99062407
Q92785	Q9BQA5	0	0.83923525	0.5396778
O15446	Q9UGU0	1	0.69975746	0.8403878
Q7L5N1	Q9BUQ8	0	0.32489872	0.87735814
Q9P0R6	P51610	0	0.562013	0.9846176
P62805	Q9UDV7	0	0.68195236	0.8675734
Q9Y3A3	Q9Y3C7	1	0.5583606	0.98637617
Q8TDT2	Q9BTX3	1	0.71257776	0.8192428
O60832	Q9NPE3	1	0.33537713	0.8915973
Q9Y3I1	P25440	0	0.22538471	0.6983458
Q8TDT2	O95183	1	0.80201685	0.6351433
Q9H8W3	Q5MJ10	1	0.3407393	0.89854413
Q6IV72	Q9NWS0	0	0.46687025	0.9956097
Q9UL40	Q9NVP1	1	0.58379346	0.97191465
P05026	P54707	1	0.5151755	0.9990788
Q99583	Q9UH92	1	0.6545304	0.9044814
P49411	Q96IQ9	0	0.33912155	0.89647245
Q9BUQ8	Q6AHZ1	0	0.77736676	0.69227076
Q9Y5Y3	Q8N335	1	0.23291643	0.7146655
O95825	Q8IWL3	1	0.58386064	0.9718696
Q6NZ67	O75643	0	0.41721693	0.9725879
Q9GZR5	Q9UI09	0	0.8016616	0.6360011
Q96K58	Q7L0J3	0	0.15826844	0.53287816
Q14526	Q8IXK0	0	0.7163796	0.8127195
Q9NX36	Q9Y3D7	1	0.7289173	0.79038745
P02724	P62805	0	0.18837792	0.6115667
Q8N895	Q96M94	1	0.32384682	0.87588024
Q9H9Y6	P57055	0	0.70406246	0.83343405
Q9BWE0	P57086	0	0.372189	0.9346574
Q9NX36	P35269	0	0.49350977	0.9998315
P00813	P07741	1	0.7390031	0.77151
Q8WUG5	Q07325	0	0.36809984	0.93040943
Q8TCC3	Q9NVP1	1	0.75976205	0.73009473
O95865	P51610	1	0.5221412	0.99803907
P61604	Q8NCN5	1	0.4074833	0.9657626
P25791	Q9NS73	1	0.56793296	0.98154044
Q9NV96	P54253	1	0.15297036	0.5182817
Q9NY97	Q99523	0	0.6805521	0.8696037
Q15465	P18509	1	0.8477818	0.51619136
P82921	P21554	0	0.10375536	0.37196076
A0PK11	Q9NUQ7	1	0.31214783	0.8588462
Q8NFD5	Q15596	0	0.8365733	0.5468736
Q9Y6Y8	Q9NUH8	0	0.56735456	0.9818534
Q01814	Q969W3	0	0.28596503	0.8167561
Q68CJ9	Q9NVC3	1	0.35920414	0.9207061
O95273	Q9Y2T5	0	0.4946076	0.9998838
O75937	Q9H9B4	0	0.49168694	0.99972355
Q02363	Q13630	1	0.46583626	0.9953313
Q9BQE4	Q8N8A6	0	0.27015984	0.788694
Q9Y618	P15172	1	0.6453198	0.9155286
P35408	P30519	1	0.65732706	0.9009928
O15218	Q9BX95	1	0.8220947	0.58502007
Q9UFB7	P39748	0	0.64869684	0.911557
Q16649	Q13642	1	0.3662826	0.92847866
Q5VU57	P17987	1	0.35756195	0.9188456
O75444	P02753	0	0.23419942	0.7174002
P10809	Q7Z4V5	0	0.4027576	0.9621756
Q96KC8	Q8TAA9	1	0.5136209	0.99925786
P47775	O75845	1	0.74592245	0.7580886
O14863	Q9Y6M5	1	0.8904292	0.39026016
P01106	Q86YP4	1	0.6033025	0.9573144
Q15554	A0AVI4	0	0.4311196	0.981022
Q5VUA4	P62701	0	0.64476836	0.9161685
Q8N6T7	P02724	0	0.26514748	0.7793772
Q9NWT8	P82650	1	0.89232224	0.38433304
O95436	Q14872	0	0.15987389	0.5372569
O95994	P30044	1	0.8262973	0.57412034
Q9Y2U9	O60925	1	0.49606687	0.99993813
Q92841	Q08211	1	0.6620621	0.8949435
P62888	P40429	1	0.777278	0.69246763
Q9NWT8	Q8N8A6	1	0.8527522	0.50226355
Q8IY34	Q9H9D4	0	0.15010485	0.51029354
P61244	Q9H1C4	0	0.13626738	0.47079432
P28222	Q9UIQ6	1	0.82558984	0.57596505
Q9Y2G8	Q14697	1	0.6821091	0.8673451
P28222	Q66PJ3	0	0.07910494	0.29138938
Q05516	P62847	0	0.8674064	0.46005008
Q13520	Q9P0S3	1	0.81197864	0.6106773
Q66K89	Q9C0C9	1	0.48628834	0.999248
P49411	Q6ZN55	0	0.4683162	0.99598455
Q12906	P35268	1	0.71551573	0.8142119
Q9BVJ6	Q8N9M1	0	0.49054605	0.9996425
O43474	Q9NTW7	0	0.768102	0.7124853
Q9HCE5	Q5T750	1	0.36177227	0.92357236
Q7Z4V5	Q9P0M6	1	0.81169295	0.61139
P48637	Q09161	0	0.40948176	0.9672258
O95793	Q9H8H2	1	0.38404346	0.94621634
P49450	Q5EE01	1	0.90198135	0.35364395
Q96C28	P82912	1	0.7190394	0.808087
O95391	Q93052	1	0.21998982	0.68637717
Q99612	P51790	0	0.119112715	0.4196995
Q9Y3E5	Q3B8N2	0	0.38198057	0.9442857
Q99598	Q92993	1	0.53617793	0.9947646
P02724	Q6AI08	1	0.24920014	0.74839777
O15446	Q13428	1	0.79437304	0.65337807
Q96EB6	Q8IZD6	0	0.22552831	0.6986612
Q96EL3	Q969Q0	1	0.44780082	0.989101
P01106	Q96NC0	1	0.62820554	0.93425333
Q96EY1	P82930	1	0.41822794	0.97325337
Q9UIH9	P37840	1	0.25396413	0.75786537
P49411	Q6ZN17	0	0.20321496	0.64767456
O14842	Q8NCA5	0	0.22301708	0.69312185
P17028	Q8N0Y2	1	0.7503828	0.74923384
Q9NQ50	Q3KQV3	0	0.7025487	0.83589613
O94761	P48643	1	0.37655362	0.93904394
O15055	P62891	1	0.7563972	0.73704195
Q9C009	P55198	1	0.76948595	0.7095093
Q12950	O94955	0	0.45590717	0.99222326
Q9UHR6	O43474	0	0.6391458	0.9225538
P62280	A8MV65	0	0.44491562	0.98786277
Q8IY34	Q5T4S7	1	0.21065044	0.6651073
Q9NPI1	Q06432	0	0.124496974	0.4359899
Q9H0R8	P04080	1	0.5154635	0.9990435
Q9UHF7	P52739	0	0.7483914	0.75320685
P51608	Q9H8H2	1	0.79572684	0.65018255
O00487	P04844	1	0.575143	0.97741413
O75444	P49711	0	0.59498566	0.9639109
Q96K58	Q8N1F7	0	0.16161154	0.541973
O75569	Q9H8H2	1	0.4128669	0.9696313
O15060	Q8N8B7	1	0.62861764	0.93383
O75569	O60762	0	0.32918265	0.88328576
Q8TED1	Q8TDV0	1	0.5945664	0.9642288
Q6P2H8	P10242	0	0.2713822	0.79093564
Q9H6H4	Q9Y320	1	0.81068903	0.6138893
O95793	P18621	1	0.42481562	0.9773892
P63208	P05026	0	0.51166636	0.9994556
P62701	P46782	1	0.62581056	0.9366868
Q8N490	Q6IBW4	1	0.2851137	0.8152955
Q5VUG0	P09001	0	0.27964926	0.8057822
Q16842	Q96EB6	0	0.32916072	0.8832558
Q8WXX5	O15231	0	0.53634423	0.9947164
P08047	O75376	1	0.6977789	0.84353405
Q01814	Q6DKI1	0	0.19485776	0.62755287
Q8N2M4	P05388	0	0.5634057	0.98391885
O60925	Q68DK7	0	0.656852	0.9015898
Q9NWS0	P08195	1	0.39383906	0.9549194
O60832	O00422	0	0.52284014	0.9979133
P37275	Q92522	1	0.8966225	0.37076244
Q96DZ7	Q9Y692	0	0.16328144	0.54648244
P62888	Q6DKI1	1	0.8162735	0.5998843
Q16740	P03928	1	0.74978036	0.7504391
Q9NPJ1	P48643	1	0.6426651	0.9185867
Q3B8N2	P55011	1	0.50788367	0.9997514
O14880	Q9BYD6	1	0.66255736	0.8943004
Q9HAZ2	P49411	1	0.39240602	0.95369416
Q9UBB9	Q96HA1	1	0.5833669	0.97219986
Q9Y4A8	Q86WX3	0	0.49214432	0.9997531
Q9BS26	Q13404	1	0.38376686	0.9459594
P04844	Q3B8N2	0	0.3820375	0.94433933
Q9C0K0	Q8WUU4	1	0.8638932	0.47032693
Q8TBM8	Q96QU8	0	0.6815703	0.8681289
Q9UKR5	Q5JXX7	1	0.6442984	0.9167119
Q92793	P61086	0	0.39885044	0.9590751
P19404	P10242	0	0.29932737	0.83892196
P29371	P10809	0	0.34165946	0.89971316
P37108	Q8NFZ6	1	0.18975253	0.61498606
Q9NZL9	Q14376	1	0.69918394	0.84130305
P55317	Q9UBL3	1	0.6680545	0.8870307
Q9BUJ2	Q9BV94	0	0.30673024	0.8505872
Q16540	Q9HBE1	0	0.5479281	0.9908116
Q96AT9	P05090	1	0.5958769	0.9632305
Q6ZRI6	P54253	0	0.7517893	0.74640864
Q9NRC8	Q9H8H0	1	0.6335183	0.9286915
Q712K3	P61313	0	0.23260368	0.7139968
P06454	P31939	1	0.45233124	0.99091077
P37840	Q9NWM3	0	0.5595157	0.9858315
Q9H609	Q9UGP4	1	0.5312327	0.99609804
Q5TEC3	Q9NRC8	0	0.7627351	0.723881
Q15942	O75170	1	0.46287164	0.99448586
Q8TAE8	Q9H1C4	0	0.08464335	0.3099154
O00178	P55265	0	0.3210185	0.87186253
Q8NB12	Q03989	1	0.50132227	0.999993
P21675	Q9P2R6	1	0.60814714	0.9532168
Q96S59	Q96AT9	0	0.35933512	0.92085356
O43290	P25440	0	0.6722364	0.88133854
Q8IY34	Q9H4A6	1	0.5703755	0.98018914
Q99519	P46013	0	0.35900012	0.9204762
Q9Y3S2	Q5T0B9	1	0.7084147	0.8262533
Q9Y4X4	Q9UHJ9	0	0.16339122	0.5467781
Q92499	Q92633	0	0.26073295	0.7710051
Q7Z7K2	Q8NC60	1	0.7238825	0.7995065
Q96N21	Q96BZ8	1	0.56883645	0.9810462
Q9NX04	O60885	0	0.36542663	0.92756
Q9C086	O60885	1	0.61803585	0.94427013
O15446	O60832	1	0.7209256	0.8047675
P49447	P35372	1	0.7776171	0.691715
Q13304	P57678	1	0.50173134	0.999988
P46013	Q969Q0	1	0.6349714	0.9271309
Q8TCT7	Q8N6M3	1	0.8857039	0.40492994
Q9NRC8	Q14146	1	0.7411334	0.76741874
P35268	P61513	1	0.7725291	0.7029115
P78371	P40227	1	0.8532326	0.5009069
Q9NPI1	O43173	0	0.317294	0.8664741
Q8N344	O95785	1	0.56834936	0.98131347
Q9NWS8	Q9H1C4	0	0.30889907	0.8539218
P25105	P34995	1	0.71110946	0.8217312
O75556	Q11206	1	0.57872134	0.9752118
Q9HC97	Q9P0U4	0	0.21800238	0.6819094
Q4LE39	Q96KM6	1	0.67907727	0.8717253
Q16617	O95793	0	0.23073329	0.7099818
Q96DV4	Q6NYC8	1	0.30369946	0.84586436
O15431	Q3SXM5	1	0.6259564	0.93653995
P67870	Q92794	1	0.7681867	0.7123036
Q6NUN9	Q9NX58	1	0.873727	0.44131246
Q9H2C0	Q8TAZ6	0	0.25453487	0.7589875
O14957	Q12857	0	0.2597605	0.76913995
P35367	P62633	1	0.08917893	0.32490417
P19404	Q6EEV4	0	0.30044025	0.8407036
Q9NW08	O15318	1	0.48185396	0.99868286
P51636	O75947	1	0.177964	0.5851713
Q9UGP4	O60832	0	0.26897386	0.7865077
P00403	P49281	1	0.75434417	0.7412362
O60885	Q7Z2T5	1	0.33821398	0.89530116
Q13838	P61604	1	0.5053253	0.9998866
O43513	P45880	0	0.36449516	0.9265537
P0C7T5	Q6P1W5	1	0.7048498	0.8321463
Q9Y4U1	P17987	1	0.46539804	0.99521077
P25090	P63279	0	0.7141572	0.81654674
P16401	P07199	0	0.837379	0.5447017
P18510	P54253	0	0.25008085	0.7501617
Q9NWS0	P55769	1	0.52869487	0.9967064
P15313	O43823	0	0.369684	0.93207103
Q13887	Q9GZR7	1	0.69786865	0.843392
O75752	P23490	1	0.4851721	0.99912053
P49447	Q13520	1	0.85466355	0.49685505
O15514	Q9NR11	0	0.63070697	0.93166274
Q15596	Q9UKT9	0	0.63420546	0.92795557
Q8TD20	Q9NWH2	1	0.8140399	0.6055158
Q6ZNB6	P07858	0	0.46592388	0.9953552
P42166	P38919	1	0.48358792	0.9989226
O60885	Q12906	1	0.71667725	0.8122039
Q969J2	Q2TAL8	0	0.5517548	0.98928577
Q9H944	Q8WWK9	1	0.47415844	0.99732894
O94953	O75396	0	0.23064889	0.70979995
Q13217	Q9Y3I1	0	0.52446014	0.9976068
O60870	P05388	1	0.59926635	0.96058476
O60885	Q03135	1	0.20511112	0.65216213
Q9Y5T4	P62424	1	0.207393	0.6575246
O94761	P58418	0	0.18219343	0.59599596
Q9NQG1	Q969S6	1	0.8831581	0.4127595
Q5JX71	Q8N2M4	1	0.8588393	0.4849375
Q9H9B4	O43615	1	0.9445701	0.20942962
Q9H1X3	Q14697	1	0.60217565	0.95824057
Q8IZU0	Q8WWV3	0	0.3466166	0.9058941
P23769	Q96C00	1	0.8823816	0.4151372
Q49AN0	Q05639	1	0.78820467	0.66775227
P26196	Q86UK7	1	0.566253	0.98244214
Q15022	Q6ZN17	0	0.717521	0.81073844
O95711	Q8N5C7	1	0.35457572	0.91540706
Q6NUN9	O15156	0	0.88273096	0.41406804
Q9H5J0	Q9Y6Y0	0	0.47541854	0.997583
Q9BYV9	O95251	0	0.5208061	0.9982684
O14880	Q52LG2	0	0.3756139	0.9381123
Q92522	Q15554	0	0.61955136	0.9428299
Q15369	P62424	0	0.22396134	0.69521064
O14842	P61081	0	0.668339	0.8866479
Q9H9B4	P09669	1	0.96000475	0.15358253
Q9H6H4	Q04941	1	0.7770378	0.69300026
Q9UL40	Q6DKI1	1	0.6775461	0.87390953
Q9NR30	Q8TDD1	1	0.8678774	0.4586648
Q9NWS0	Q99832	1	0.5537513	0.9884432
Q13838	O14639	1	0.33161926	0.88659173
Q9UJX6	O60884	1	0.6350194	0.927079
Q30KP8	Q495W5	1	0.81113356	0.6127836
Q15428	P02730	0	0.25481462	0.7595365
Q15554	Q9NR30	1	0.5717747	0.97939354
Q10586	Q8N720	0	0.57297975	0.9786958
O75569	Q8IY37	0	0.42076322	0.97488606
Q8IVM8	Q9Y672	1	0.8346506	0.552036
Q9UJW3	Q68DQ2	0	0.5604027	0.98540604
Q8IY95	P08151	0	0.16565712	0.55285937
Q14241	P50553	0	0.504825	0.9999069
Q9C002	P49327	1	0.58780617	0.9691603
O75569	Q9BRJ6	1	0.47100964	0.9966383
Q9UL40	P46782	1	0.69718325	0.8444751
P22234	Q14697	0	0.59206295	0.96609765
O94761	Q12874	1	0.69866073	0.84213567
P13010	Q8N567	0	0.5673309	0.9818662
A6NCF5	O60885	0	0.30788425	0.8523662
O95715	Q8N680	0	0.45567998	0.9921429
P62899	O95391	1	0.8281411	0.5692937
P25105	Q16514	0	0.27747828	0.8019363
Q15084	P82650	0	0.8430991	0.529132
Q9NRL2	P17987	0	0.46001333	0.99360424
P49450	Q9NRL2	1	0.5716719	0.97945255
P01106	O15265	1	0.79236376	0.65809375
Q96T23	A8MT69	1	0.29406175	0.83035773
Q86UK7	Q86UZ6	0	0.70667297	0.82914513
P37840	P49327	1	0.33308813	0.88856167
P04554	Q8NCW6	0	0.20993753	0.66345507
Q6DKI1	P41597	0	0.17027327	0.5651211
Q12830	P62805	1	0.80348	0.6315995
P26678	P62424	0	0.13911313	0.47904265
P21675	Q9NR77	0	0.15602951	0.5267372
Q9UPM9	O75190	0	0.3800487	0.9424467
Q13217	Q8TED1	0	0.72496545	0.7975622
O15431	Q8N5C7	1	0.26589164	0.7807731
Q92830	Q96KM6	0	0.6119019	0.9499119
Q9Y6Q9	P05388	0	0.5725566	0.97894216
Q9UBS3	Q9UGI8	0	0.61250764	0.9493681
P05198	P62424	1	0.7503742	0.74925107
P10809	P25791	0	0.30561322	0.84885514
Q9H1Y0	P49450	0	0.53245133	0.9957876
O14842	O43156	1	0.5388722	0.9939558
O94851	P47929	0	0.48108667	0.99856913
P30876	Q9H7N4	1	0.6625743	0.8942784
Q9P0K8	Q9H582	1	0.4371304	0.9841896
P57055	P29373	1	0.52452314	0.9975945
Q96FL8	Q96SF2	0	0.55494285	0.9879251
O43823	Q9Y618	1	0.8157423	0.60122716
P49407	Q05952	0	0.2598765	0.7693628
O95199	P49450	0	0.513747	0.9992441
Q9ULU4	P61604	0	0.5559348	0.9874852
O43676	O95881	0	0.8610225	0.4786511
Q8TF39	O14709	1	0.8588659	0.48486102
Q8N0V3	P46013	0	0.59947234	0.960421
O60885	O15055	0	0.60554326	0.9554425
Q12905	P78423	0	0.55330104	0.988636
P25440	Q8ND83	0	0.48119792	0.9985859
O00230	P32745	1	0.46954778	0.9962907
P41002	P05090	1	0.30808213	0.8526702
Q92522	Q03403	0	0.28209293	0.81006604
Q8WXF3	Q9HBX9	1	0.44662124	0.9886028
P54132	P40692	1	0.62176967	0.9406886
P37108	Q96K58	1	0.65873253	0.89921594
O95619	Q9UKR5	0	0.41965163	0.9741766
Q9UJW3	Q9NRX4	1	0.53113484	0.9961225
Q16635	P37088	1	0.62094915	0.9414852
P48637	P07992	0	0.6748304	0.87773734
P10242	Q9P0U4	1	0.76086926	0.7277889
Q6ZN55	O95793	1	0.47520366	0.99754065
O60925	P78563	0	0.45333526	0.99128956
Q8N6F1	Q9Y5I7	1	0.83951044	0.53893065
Q9Y4D2	Q9NV56	0	0.19575359	0.6297365
Q9UID6	Q8IV13	0	0.5940877	0.96459
Q8N3Z6	Q16540	0	0.6107595	0.95092934
P78563	Q9GZR7	1	0.2984795	0.837558
